name,storechain,place_id,formatted_address,city,admin_area,uf,country,cep,lat,lng,categories,types,rating,source,metadata
PIAUÍ SHOPPING CENTER,Piauí Shopping Center,ChIJIWk4y6kRnAcRIQsZrtPRtaE,BAIXIO DE DR MOURA - BR-316 COM A  AV. SEVERO EULÁLIO  PICOS - PI  64600-000  BRASIL,Picos,,PI,BR,64600-000,-7.0770268,-41.489237,"shopping_mall,movie_theater,point_of_interest,establishment",,4,bigquery,
CINEPOLIS,Cinepolis,ChIJI_NNR_ePpgARATPmhhzUAjE,AV. CRISTIANO MACHADO  2228 - VILA CLORIS  BELO HORIZONTE - MG  BRASIL,Belo Horizonte,,MG,BR,,-19.8215108,-43.9471622,"movie_theater,point_of_interest,establishment",,4,bigquery,
KINOPLEX BOULEVARD,Kinoplex Boulevard,ChIJJwFyr5M5WpMRMT60A5cJyRI,SETOR TERMINAL NORTE  T83  SHCN  BRASÍLIA - DF  70770-100  BRASIL,Brasília,,DF,BR,70770-100,-15.733579,-47.8986462,"movie_theater,point_of_interest,establishment",,4,bigquery,
CENTERPLEX SUZANO SHOPPING,Centerplex Suzano Shopping,ChIJKzPrx2R6zpQRC2DGsC5RTNc,SUZANO SHOPPING - R. SETE DE SETEMBRO  555 - JARDIM IRAÍ  SUZANO - SP  08673-020  BRASIL,Suzano,,SP,BR,08673-020,-23.5431074,-46.3184264,"movie_theater,point_of_interest,establishment",,4,bigquery,
CINEMARK,Cinemark,ChIJM-aMphJDzpQRGZ8UFnyDBCQ,R. GARCIA LORCA  301 PISO SUPERIOR - PAULICÉIA  SÃO BERNARDO DO CAMPO - SP  09695-000  BRASIL,São Bernardo do Campo,,SP,BR,09695-000,-23.6693246,-46.5738146,"movie_theater,point_of_interest,establishment",,4,bigquery,
CINE ARAUJO,Cine Araujo,ChIJM1ZHh6qxnZMR5fDiHoaUcEE,AV. HISTORIADOR RUBENS DE MENDONÇA  3300 - JARDIM ACLIMACAO  CUIABÁ - MT  78050-250  BRASIL,Cuiabá,,MT,BR,78050-250,-15.5765644,-56.0723022,"movie_theater,point_of_interest,establishment",,4,bigquery,
UCI ESTAÇÃO,Uci Estação,ChIJM6-1vGjk3JQRmMSLGLsDE8Q,AV. SETE DE SETEMBRO  2775 - REBOUÇAS  CURITIBA - PR  80230-010  BRASIL,Curitiba,,PR,BR,80230-010,-25.4385416,-49.2674772,"movie_theater,point_of_interest,establishment",,4,bigquery,
ITAPEVI CENTER,Itapevi Center,ChIJM73xZ4gGz5QRG9L4WrihKOU,AV. RUBENS CARAMEZ  200 - CONJ. HAB. - ST. D  ITAPEVI - SP  06683-000  BRASIL,Itapevi,,SP,BR,06683-000,-23.5493852,-46.9392736,"shopping_mall,movie_theater,point_of_interest,establishment",,4,bigquery,
CINEMA CINEMARK,Cinema Cinemark,ChIJM7lrAZVCzpQR1J19clVHv1Q,AV. INDUSTRIAL  600 - JARDIM  SANTO ANDRÉ - SP  09080-500  BRASIL,Santo André,,SP,BR,09080-500,-23.6495884,-46.5312567,Entertainment,,4,bigquery,
CINESYSTEM CINEMAS,Cinesystem Cinemas,ChIJM_671FMczpQRmtuVRg7eTic,LITORAL PLAZA SHOPPING  AV. AYRTON SENNA DA SILVA  1511 - SÍTIO DO CAMPO  PRAIA GRANDE - SP  11726-000  BRASIL,Praia Grande,,SP,BR,11726-000,-23.998916,-46.406273,"movie_theater,point_of_interest,establishment",,4,bigquery,
RUA DA PRAIA SHOPPING,Rua Da Praia Shopping,ChIJMxHPJxB5GZURC3vAiUyLVeI,R. DOS ANDRADAS  1001 - CENTRO HISTÓRICO  PORTO ALEGRE - RS  90020-007  BRASIL,Porto Alegre,,RS,BR,90020-007,-30.0306671,-51.2315789,"shopping_mall,movie_theater,point_of_interest,establishment",,4,bigquery,
CINESYSTEM CINEMAS,Cinesystem Cinemas,ChIJMyidRPk4J5UR_synIHxxNvQ,AV. ME. BENVENUTA  687 - LOJA 32 - SANTA MONICA  FLORIANÓPOLIS - SC  88035-000  BRASIL,Florianópolis,,SC,BR,88035-000,-27.5908089,-48.5145961,"movie_theater,point_of_interest,establishment",,4,bigquery,
SHOPPING FAROL,Shopping Farol,ChIJNb1C2P9FAQcRSyqlKczEgVU,AV. FERNANDES LIMA  2551 - PINHEIRO  MACEIÓ - AL  57057-000  BRASIL,Maceió,,AL,BR,57057-000,-9.6279602,-35.7381973,"shopping_mall,movie_theater,point_of_interest,establishment",,4,bigquery,
CINEMA CINEMARK,Cinema Cinemark,ChIJOSX2gjFazpQRllTW1ySrmc0,R. DOMINGOS DE MORAIS  2564 - VILA MARIANA  SÃO PAULO - SP  04009-000  BRASIL,São Paulo,,SP,BR,04009-000,-23.598797,-46.6372845,Entertainment,,4,bigquery,
KINOPLEX WEST SHOPPING,Kinoplex West Shopping,ChIJOwmyCmPhmwARTkAosPr0s1k,ESTR. DO MENDANHA  401 - 550 - CAMPO GRANDE  RIO DE JANEIRO - RJ  23087-284  BRASIL,Rio de Janeiro,,RJ,BR,23087-284,-22.8849181,-43.5567105,"movie_theater,point_of_interest,establishment",,4,bigquery,
IG SHOPPING JI-PARANÁ,Ig Shopping Ji-Paraná,ChIJP73bkV6ayZMR5Q-s_G5SD1o,AV. DAS SERINGUEIRAS  1201 - CAFEZINHO  JI-PARANÁ - RO  76913-112  BRASIL,Ji-Paraná,,RO,BR,76913-112,-10.8935973,-61.9153004,"shopping_mall,atm,movie_theater,clothing_store,finance,store,restaurant,food,point_of_interest,establishment",,4,bigquery,
CINEPLEX 3D,Cineplex 3d,ChIJP9EhZAmcyJQRx4ZaVRboNnc,VIC CENTER - R. DO ÓSMIO  975 - JARDIM MOLLON  SANTA BÁRBARA D'OESTE - SP  13456-625  BRASIL,Santa Bárbara d'Oeste,,SP,BR,13456-625,-22.750042,-47.37401,"movie_theater,point_of_interest,establishment",,4,bigquery,
SHOPPING SANTA ÚRSULA,Shopping Santa Úrsula,ChIJPRBNgeS-uZQRjDxK7wZF4mU,R. SÃO JOSÉ  933 - HIGIENÓPOLIS  RIBEIRÃO PRETO - SP  14010-160  BRASIL,Ribeirão Preto,,SP,BR,14010-160,-21.1824106,-47.8081701,"shopping_mall,movie_theater,electronics_store,home_goods_store,store,point_of_interest,establishment",,4,bigquery,
SHOPPING JOÃO PESSOA,Shopping João Pessoa,ChIJPVMHhFp4GZURxKlODMDlhbk,AV. JOÃO PESSOA  1831 - FARROUPILHA  PORTO ALEGRE - RS  90040-001  BRASIL,Porto Alegre,,RS,BR,90040-001,-30.0456868,-51.2132881,"shopping_mall,movie_theater,point_of_interest,establishment",,4,bigquery,
UCI SANTANA PARQUE SHOPPING,Uci Santana Parque Shopping,ChIJPa_aiKT3zpQRa1edtTddrr8,PARQUE SHOPPING - SANTANA  R. CONSELHEIRO MOREIRA DE BARROS  2780 - LAUZANE PAULISTA  SÃO PAULO - SP  02430-001  BRASIL,São Paulo,,SP,BR,02430-001,-23.4830556,-46.645,"movie_theater,point_of_interest,establishment",,4,bigquery,
IG SHOPPING ARIQUEMES,Ig Shopping Ariquemes,ChIJPdzlGoSQzJMRrIDisCB1Vss,AV. CAP. SILVIO  3790 - GRANDES ÁREAS  ARIQUEMES - RO  76876-678  BRASIL,Ariquemes,,RO,BR,76876-678,-9.9237112,-63.0332288,"shopping_mall,movie_theater,clothing_store,store,restaurant,food,point_of_interest,establishment",,4,bigquery,
SHOPPING CIDADE DAS FLORES,Shopping Cidade Das Flores,ChIJQ8V1mjew3pQRCeK5-kuebxs,R. MÁRIO LOBO  106 - CENTRO  JOINVILLE - SC  89201-330  BRASIL,Joinville,,SC,BR,89201-330,-26.2990123,-48.8484939,"shopping_mall,movie_theater,point_of_interest,establishment",,4,bigquery,
IANDÊ SHOPPING CAUCAIA,Iandê Shopping Caucaia,ChIJQTZqWdK0wAcRlbZsSe51B4w,AV. EDSON DA MOTA CORREA  620 - CENTRO  CAUCAIA - CE  61600-040  BRASIL,Caucaia,,CE,BR,61600-040,-3.7340476,-38.6559035,"shopping_mall,movie_theater,point_of_interest,establishment",,4,bigquery,
SHOPPING ALAMEDA,Shopping Alameda,ChIJQwhPE0KbmAARgKcVuHI7jxY,R. MORAIS E CASTRO  300 - PASSOS  JUIZ DE FORA - MG  36025-160  BRASIL,Juiz de Fora,,MG,BR,36025-160,-21.7762755,-43.3476372,"shopping_mall,movie_theater,point_of_interest,establishment",,4,bigquery,
CINESERCLA OSASCO PLAZA,Cinesercla Osasco Plaza,ChIJR7ualg7_zpQRndnt0ucMJ2M,R. ANTÔNIO AGÚ  300 - CENTRO  OSASCO - SP  06013-006  BRASIL,Osasco,,SP,BR,06013-006,-23.5293816,-46.7779952,"movie_theater,point_of_interest,establishment",,4,bigquery,
SHOPPING DO VALE,Shopping Do Vale,ChIJRVYHPuxzGZUR0Q8f6zwGyNg,AV. GEN. FLORES DA CUNHA  4001 - VILA BOM PRINCIPIO  CACHOEIRINHA - RS  94950-001  BRASIL,Cachoeirinha,,RS,BR,94950-001,-29.9358365,-51.0795907,"shopping_mall,movie_theater,point_of_interest,establishment",,4,bigquery,
SHOPPING 3 AMÉRICAS,Shopping 3 Américas,ChIJRa5r9dOxnZMRiKbrcFTE4s4,AV. BRASÍLIA  1461 - JARDIM DAS AMÉRICAS  CUIABÁ - MT  78060-601  BRASIL,Cuiabá,,MT,BR,78060-601,-15.612374,-56.073727,"shopping_mall,post_office,movie_theater,department_store,store,health,restaurant,finance,point_of_interest,food,establishment",,4,bigquery,
KINOPLEX BAY MARKET,Kinoplex Bay Market,ChIJRw-Nt8WDmQARHJQitKOCXLs,AV. VISCONDE DO RIO BRANCO  360 - CENTRO  NITERÓI - RJ  24020-002  BRASIL,Niterói,,RJ,BR,24020-002,-22.89207,-43.12441,"movie_theater,point_of_interest,establishment",,4,bigquery,
SHOPPING CIDADE JARDIM,Shopping Cidade Jardim,ChIJS48e6iX0XpMRPJj3DkFcMIo,AV. NERO MACEDO  400 - CIDADE JARDIM  GOIÂNIA - GO  74423-250  BRASIL,Goiânia,,GO,BR,74423-250,-16.6829171,-49.3140904,"shopping_mall,movie_theater,point_of_interest,establishment",,4,bigquery,
CM CINEMAS ARARUAMA,Cm Cinemas Araruama,ChIJSavNbRZplwARlZ5T8r76b6w,SHOPPING  AV. JOHN KENNEDY  292 - CENTRO  ARARUAMA - RJ  28970-000  BRASIL,Araruama,,RJ,BR,28970-000,-22.8787822,-42.3411446,"movie_theater,point_of_interest,establishment",,4,bigquery,
CENTERPLEX,Centerplex,ChIJT5GTMglIAQcRyMB49F74Jfw,AV. MENINO MARCELO  3800 - CIDADE UNIVERSITÁRIA  MACEIÓ - AL  57083-410  BRASIL,Maceió,,AL,BR,57083-410,-9.5582485,-35.7462304,"movie_theater,point_of_interest,establishment",,4,bigquery,
LIMEIRA SHOPPING,Limeira Shopping,ChIJT7GlOBl-yJQRP0upsudSX9A,AV. CARLOS KUNTZ BUSCH  800 - PARQUE EGISTO RAGAZZO  LIMEIRA - SP  13485-346  BRASIL,Limeira,,SP,BR,13485-346,-22.5333,-47.3859,"shopping_mall,movie_theater,point_of_interest,establishment",,4,bigquery,
CAPÃO DA CANOA SHOPPING,Capão Da Canoa Shopping,ChIJTTHCfYJ4GJUR8NIKOFF5cSg,AV. PARAGUASSU  2280 - CENTRO  CAPÃO DA CANOA - RS  95555-000  BRASIL,Capão da Canoa,,RS,BR,95555-000,-29.7606033,-50.019264,"shopping_mall,movie_theater,point_of_interest,establishment",,4,bigquery,
CINÉPOLIS CAMPINAS SHOPPING,Cinépolis Campinas Shopping,ChIJT_zymuDIyJQRdSt2WVGrk44,RUA JACY TEIXEIRA DE CAMARGO  940 CAMPINAS SHOPPING - JARDIM DO LAGO  CAMPINAS - SP  13050-913  BRASIL,Campinas,,SP,BR,13050-913,-22.9328722,-47.0782607,"movie_theater,point_of_interest,establishment",,4,bigquery,
CINESERCLA,Cinesercla,ChIJU1VV2N8euAARA8CWUTjCjEo,SHOPPING MONTSERRAT  AV. ELDES SCHERRER SOUZA  2162 - COLINA DE LARANJEIRAS  SERRA - ES  29167-080  BRASIL,Serra,,ES,BR,29167-080,-20.1934109,-40.2664483,"movie_theater,point_of_interest,establishment",,4,bigquery,
IGUATEMI SÃO CARLOS,Iguatemi São Carlos,ChIJU1VVBTR3uJQRgRYNp9eHMlo,PASSEIO DOS FLAMBOYANTS  200 - PARQUE FABER CASTELL II  SÃO CARLOS - SP  13561-352  BRASIL,São Carlos,,SP,BR,13561-352,-22.0175052,-47.9150029,"shopping_mall,movie_theater,point_of_interest,establishment",,4,bigquery,
CIRCUITO CINEMAS,Circuito Cinemas,ChIJU1WVOFP0k5QR4zp0V69bBcU,R. SIQUEIRA CAMPOS  1545 - VILA SAO JORGE  PRES. PRUDENTE - SP  19013-030  BRAZIL,Presidente Prudente,,SP,BR,19013-030,-22.1311088,-51.3897877,"movie_theater,point_of_interest,establishment",,4,bigquery,
CENTERPLEX ATIBAIA,Centerplex Atibaia,ChIJU1tv4d7AzpQRDkxjsEq2_gg,RUA JOSÉ ALVIM  347 - CENTRO  ATIBAIA - SP  12940-750  BRASIL,Atibaia,,SP,BR,12940-750,-23.1165062,-46.5522927,"movie_theater,point_of_interest,establishment",,4,bigquery,
SHOPPING BENFICA,Shopping Benfica,ChIJUQTuVA5JxwcRNjjOGX4mudo,R. CARAPINIMA  2200 - BENFICA  FORTALEZA - CE  60040-531  BRASIL,Fortaleza,,CE,BR,60040-531,-3.7390903,-38.5402134,"shopping_mall,movie_theater,point_of_interest,establishment",,4,bigquery,
FLAP CENTER,Flap Center,ChIJUQtPE-tkoAARuI8adRtyLII,PRAÇA XV DE NOVEMBRO  15 - OLIVEIRA  MG  35540-000  BRASIL,Oliveira,,MG,BR,35540-000,-20.6978279,-44.8272325,"department_store,movie_theater,clothing_store,home_goods_store,store,point_of_interest,establishment",,4,bigquery,
KINOPLEX SHOPPING BOULEVARD RJ,Kinoplex Shopping Boulevard Rj,ChIJUVMuN3V-mQAREcOFFDQ6Xo4,R. BARÃO DE SÃO FRANCISCO  236 - VILA ISABEL  RIO DE JANEIRO - RJ  20560-031  BRASIL,Rio de Janeiro,,RJ,BR,20560-031,-22.9187203,-43.2502288,"movie_theater,point_of_interest,establishment",,4,bigquery,
CINÉPOLIS PARQUE SHOPPING BAHIA,Cinépolis Parque Shopping Bahia,ChIJV5gjGfEXFgcRmzMEdE1Oij4,R. MARIA ISABEL DOS SANTOS - CENTRO  LAURO DE FREITAS - BA  42700-000  BRASIL,Lauro de Freitas,,BA,BR,42700-000,-12.887309,-38.3184339,"movie_theater,point_of_interest,establishment",,4,bigquery,
CINE RITZ ARACRUZ,Cine Ritz Aracruz,ChIJV8fBpYDqtwARvphiYmwWCKI,SHOPPING ORIUNDI - AV. FLORESTAL  NO. 555 - SEGATO  ARACRUZ - ES  29190  BRASIL,Aracruz,,ES,BR,,-19.8240417,-40.2688542,"movie_theater,point_of_interest,establishment",,4,bigquery,
MULTIPLEX PLAYARTE MARABÁ,Multiplex Playarte Marabá,ChIJVRJFJVBYzpQRiG8i3uarto4,AV. IPIRANGA  757 - REPÚBLICA  SÃO PAULO - SP  01039-000  BRASIL,São Paulo,,SP,BR,01039-000,-23.5426012,-46.6409037,"movie_theater,point_of_interest,establishment",,4,bigquery,
SHOPPING CENTRONORTE,Shopping Centronorte,ChIJVVVV_WiZ7JQRsP1xhUdGcT0,PR. INTERVENTOR MANOEL RIBAS  135 - CENTRO  APUCARANA - PR  86800-680  BRASIL,Apucarana,,PR,BR,86800-680,-23.5518269,-51.4643668,"shopping_mall,movie_theater,point_of_interest,establishment",,4,bigquery,
CINÉPOLIS GALLERIA SHOPPING,Cinépolis Galleria Shopping,ChIJVY7_o57FyJQRALJSX6lbrZM,JARDIM NILÓPOLIS RODOVIA DOM PEDRO I - KM 131.5 GALLERIA SHOPPING  LOJA A227  CAMPINAS - SP  BRASIL,Campinas,,SP,BR,,-22.86343,-47.02334,"movie_theater,point_of_interest,establishment",,4,bigquery,
CINEMA CINEMARK,Cinema Cinemark,ChIJVfm6x7uqz5QR5m00MKHdl7c,SP-270  23.600 - LOJA 405 - LAGEADINHO  COTIA - SP  06709-015  BRASIL,Cotia,,SP,BR,06709-015,-23.5924011,-46.8329319,Entertainment,,4,bigquery,
CINESYSTEM CINEMAS,Cinesystem Cinemas,ChIJW42_OYh3mQAR0EXP2M4j7ks,SHOPPING ILHA PLAZA  AV. MAESTRO PAULO E SILVA  400 - ILHA DO GOVERNADOR  RIO DE JANEIRO - RJ  21920-445  BRASIL,Rio de Janeiro,,RJ,BR,21920-445,-22.801955,-43.201746,"movie_theater,point_of_interest,establishment",,4,bigquery,
CINEMARK SHOPPING VITÓRIA,Cinemark Shopping Vitória,ChIJWZErlsEXuAARHlLjDw4op9g,AV. AMÉRICO BUAIZ  200 - LOJA 15 - ENSEADA DO SUÁ  VITÓRIA - ES  29050-902  BRASIL,Vitória,,ES,BR,29050-902,-20.3136846,-40.288646,"movie_theater,point_of_interest,establishment",,4,bigquery,
MOVIECOM CINEMA - PRAIA SHOPPING,Moviecom Cinema - Praia Shopping,ChIJXTxqBT__sgcR-OiXFF1H_Po,PRAIA SHOPPING  AV. ENGENHEIRO ROBERTO FREIRE  8790 - PONTA NEGRA  NATAL - RN  59090-970  BRASIL,Natal,,RN,BR,59090-970,-5.8659436,-35.1856893,"movie_theater,point_of_interest,establishment",,4,bigquery,
CINE RITZ GUARAPARI,Cine Ritz Guarapari,ChIJXzo46btXuAARm4Sb03jCSd0,AV. DR. ROBERTO CALMON  140 - CENTRO  GUARAPARI - ES  29200-340  BRASIL,Guarapari,,ES,BR,29200-340,-20.6705564,-40.4983718,"movie_theater,point_of_interest,establishment",,4,bigquery,
UCI SHOPPING RECIFE,Uci Shopping Recife,ChIJY9byf9kfqwcRMtaB3pH4C44,R. PADRE CARAPUCEIRO  777 - BOA VIAGEM  RECIFE - PE  50020-280  BRASIL,Recife,,PE,BR,50020-280,-8.118652,-34.9050758,"movie_theater,point_of_interest,establishment",,4,bigquery,
ORIENT FILMES,Orient Filmes,ChIJZ6ODqgxgFAcRSzvcYQet7pQ,AV. JOÃO DURVAL CARNEIRO  3665 - CASEB  FEIRA DE SANTANA - BA  44052-064  BRASIL,Feira de Santana,,BA,BR,44052-064,-12.2416286,-38.9475328,"movie_theater,point_of_interest,establishment",,4,bigquery,
SHOPPING BENTO,Shopping Bento,ChIJZxwjCa08HJURYcumXLm6C-I,R. MAL. DEODORO  238 - CENTRO  BENTO GONÇALVES - RS  95700-010  BRASIL,Bento Gonçalves,,RS,BR,95700-010,-29.1653212,-51.5170105,"shopping_mall,movie_theater,point_of_interest,establishment",,4,bigquery,
CINEMA CINEMARK,Cinema Cinemark,ChIJZzq4K8JezpQR2dRrgBmKgvg,RUA DOMINGOS DE AGOSTIN  91 METRÔ  PISO G2 - TATUAPÉ  SÃO PAULO - SP  03308-010  BRASIL,São Paulo,,SP,BR,03308-010,-23.5418656,-46.5777834,Entertainment,,4,bigquery,
CINESYSTEM,Cinesystem,ChIJ_5DJhDloGZURrMFmY-T3yHM,R. PRIMEIRO DE MARÇO  821 - CENTRO  SÃO LEOPOLDO - RS  93010-210  BRASIL,São Leopoldo,,RS,BR,93010-210,-29.769114,-51.1462724,"movie_theater,point_of_interest,establishment",,4,bigquery,
CENTERPLEX DIADEMA,Centerplex Diadema,ChIJ_6UKUZ1FzpQRfRha_qBZFyU,AV. AFONSO MONTEIRO DA CRUZ  1150 - SERRARIA  DIADEMA - SP  09980-550  BRASIL,Diadema,,SP,BR,09980-550,-23.7045834,-46.6173773,"movie_theater,point_of_interest,establishment",,4,bigquery,
CINEPLEX CINEMAS ITATIBA SHOPPING,Cineplex Cinemas Itatiba Shopping,ChIJ_8DoyIkqz5QRG-Z2BsaJgWI,R. DR. JORGE TIBIRIÇÁ  55 - CENTRO  ITATIBA - SP  13250-000  BRASIL,Itatiba,,SP,BR,13250-000,-23.0062021,-46.837874,"movie_theater,point_of_interest,establishment",,4,bigquery,
CINEFLIX,Cineflix,ChIJ__-yH5zFyJQRHw8WLBvy9hM,RODOVIA DOM PEDRO I  KM 131 - 5 - JARDIM NILÓPOLIS  CAMPINAS - SP  13105-850  BRASIL,Campinas,,SP,BR,13105-850,-22.8640301,-47.0236048,"movie_theater,point_of_interest,establishment",,4,bigquery,
ROYAL PLAZA SHOPPING,Royal Plaza Shopping,ChIJ__qC2J9E65QRqWjCWOy3Vs8,R. MATO GROSSO  310 - CENTRO  LONDRINA - PR  86010-180  BRASIL,Londrina,,PR,BR,86010-180,-23.3112796,-51.1566851,"shopping_mall,movie_theater,point_of_interest,establishment",,4,bigquery,
QUELUZ SUPERMERCADOS - CURITIBANOS LOJA CENTRO,Queluz Supermercados - Curitibanos Loja Centro,ChIJa7-rkz354JQRTBIMao7rsVg,R. LAGES  17 - CENTRO  CURITIBANOS - SC  89520-000  BRASIL,Curitibanos,,SC,BR,89520-000,-27.2887303,-50.5761863,"supermarket,atm,movie_theater,grocery_or_supermarket,finance,bakery,restaurant,point_of_interest,store,food,establishment",,4,bigquery,
CINE LAGUNA,Cine Laguna,ChIJaTLfXTC8FgcRSocWswXbX90,SHOPPING LAGUNA - R. DR. DANTAS BIÃO  S/N - JARDIM PETROLAR  ALAGOINHAS - BA  48030-030  BRASIL,Alagoinhas,,BA,BR,48030-030,-12.139533,-38.4116291,"movie_theater,point_of_interest,establishment",,4,bigquery,
CAMPINAS SHOPPING,Campinas Shopping,ChIJb3Fzl9_IyJQRjTD2JBoItMY,R. JACY TEIXEIRA DE CAMARGO  940 - JARDIM DO LAGO  CAMPINAS - SP  13050-913  BRASIL,Campinas,,SP,BR,13050-913,-22.931946,-47.0768068,"shopping_mall,movie_theater,point_of_interest,establishment",,4,bigquery,
CINEMA CINEMARK,Cinema Cinemark,ChIJbWctmjtYzpQRsAfSAMTwQ40,AV. HIGIENÓPOLIS  646 - HIGIENÓPOLIS  SÃO PAULO - SP  01238-000  BRASIL,São Paulo,,SP,BR,01238-000,-23.5417986,-46.6573,Entertainment,,4,bigquery,
CINE ITAIM PAULISTA,Cine Itaim Paulista,ChIJbcgLUUJjzpQR1aC3lkA6b-o,AVENIDA MARECHAL TITO  7579 - JARDIM DAS OLIVEIRAS  SÃO PAULO - SP  08111-640  BRASIL,Itaquaquecetuba,,SP,BR,08111-640,-23.4853878,-46.3798319,"movie_theater,point_of_interest,establishment",,4,bigquery,
CINEMA CINEMARK,Cinema Cinemark,ChIJc-LRFmZnzpQRqtgNhtEz4do,AV. ARICANDUVA  5555 - ARICANDUVA  SÃO PAULO - SP  03526-000  BRASIL,São Paulo,,SP,BR,03526-000,-23.5655384,-46.5020783,Entertainment,,4,bigquery,
CINEFLIX SHOPPING TOTAL PORTO ALEGRE,Cineflix Shopping Total Porto Alegre,ChIJd0pkf695GZURMlrQxnywWd0,SHOPPING TOTAL  AV. CRISTÓVÃO COLOMBO  545 - 2226 - INDEPENDÊNCIA  PORTO ALEGRE - RS  90560-003  BRASIL,Porto Alegre,,RS,BR,90560-003,-30.0258333,-51.2113889,"movie_theater,point_of_interest,establishment",,4,bigquery,
